5m3k80,It cleared up and I was okay but. On Monday I was thinking about humans and how the brain works and it tripped me out I got worried that because I was thinking about how the brain works that I would lose sleep and I did. That night was bad just like last time. Also yesterday my sleep was bad I woke up like every hour of the night just like last time. I got kind of scared like I did last time but this time I think that this is fake life which is absurd but I just think about it then get really scared then I think rationally then calm down.,1
8sxdmy,"Next week I’ll be flying for our family vacation. The flights won’t be very long (just MSY to LAS then LAX to MSY on the way home), but flying really triggers my anxiety. Mostly I just like having control over myself and my surroundings, so the idea of being in a metal tube 30,000 feet in the air is not ideal for me. I also have a lot of fears about terrorist attacks/mass shootings (movie theaters and other crowded public places are also a problem for me). I was wondering if anyone has any tips for flying anxiety/fear.",1
87l3pf,"Everything sets me off and I'm almost having a panic attack. I'm going to my dads soon and that also makes me anxious because I'm afraid that I'm not in the mental state to go there and I want to stay at my moms but he really isn't happy when I do that. Anyway when she complains or is feeling bad I comfort her and I've never raised my voice at her even when frustrated. When she thinks I disagree with her she raises her voice, I have to talk about what she wants to in general right now because she gets impatient easily. I feel like vomiting because she also has so many redeeming factors but I don't want to lose her as a friend.",1
910inu,"I’ve been taking 12.5 mgs zoloft for about 6 months (yeah, super small dose .. but it was taking the edge off, i think). I decided to stop taking it for a few days to see if it was really helping. Now, about 40 hours since my last dose, I’m suddenly kind of shaky and also flushed (my cheeks are burning for no reason. And THOSE side effects are about to freak me out - do you think it is from my missed dose? Is it possible to have such a fast reaction?",1
9wypos,These past couple of months have been the worst. My anxiety has gotten so bad it’s effecting my sleep and relationship. I’ve become so paranoid about my health as well. I don’t feel like me anymore and I just feel scared all the time now over every little thing. I don’t have money to see a therapist either...,1
8mqmx3,"The sensation lasted hours. It seemed like a circulation problem, and I panicked and of course ended up in the ER again. This time a doctor came to see me immediately. He wanted to talk about my anxiety. He said he could run some more tests, but he didn't think it would help.",1
9erk04,"I really don’t know what to do about this, and I’m wondering if I’m even able to get over this fear. A traumatic experience compounded it in me as a kid, and I’ve been experiencing it for so long that it feels like second nature. It’s lkkely so ingrained with me that therapy won’t do much good. I need some help. If anyone can offer some, feel free.",1
913uhm,Also the headaches. LOADS of headaches all the time. I’m so done. I hate this almost as bad as my brain constantly telling me I’m a POS. Anxiety is fun :),1
9bk0uc,You are being invited to participate in a research study for Heather Cornett’s dissertation at Texas Woman’s University. The purpose of the current study is to examine the role of self-advocacy in those with a severe and persistent mental illness (SPMI) and how it relates to self-stigma and life satisfaction. The research is intended to supply the researcher with information about strategies that could improve life satisfaction in individuals diagnosed with an SPMI. Completion time for the survey is approximately 15-25 minutes.,0
90u0br,"And it makes me more anxious which causes me to slip up *more*. It's getting WORSE though. I thought I could hold it down, this has been an ongoing issue for about a year or so and it has never been this bad but lately it's getting to the point where I can't even talk to my own MOTHER without freaking out over this shit. She came back in town from a very long half year vacation recently and I had to go to dinner with her because that's what you're obligated to do and I had to sit there and try and make small talk with my brother the whole damn night looking anxious as fuck... I know they noticed.",1
8jeclm,"but I'm really, really afraid of public embarrassments and awkward situations. So I was in the train station and saw this homeless lady asking for food and money. I always help homeless people if I have change in my wallet. I walked up to her, took out my wallet and pulled out this £5 cash to give her. She was kinda old, so she wasn't in a perfect physical health.",0
7e5yas,- Specificphobia: most commom type. It's when something causes exarcebate fear in the person. DSM-5 moved two more disorders to a specific group. But it is anxiety disorders: - TOC and post-traumatic stress.,0
86dv8c,"I didn't do anything during spring break, except maybe go to work. And even then, I missed a day because I just couldn't deal with the stress. Most adults get excited to tell you they did absolutely nothing during their break. And there was a time when I enjoyed taking a break too. But now it seems like every time I have a break or a day off from work, it makes the stress worse.",1
8jjz6d,"I'm worried I have a blood clot or something that gets aggravated when I wear them. I just want to be okay and to have a good time on this trip, but I've been so out of it, and I'm at my wit's end. Right now I'm lying down and I feel blood rushing all through my head, and bulging of blood vessels around my nose. I'm extremely sleep deprived and woozy but I'm scared to go to sleep and am in pain. I'm so scared.",1
5x3dvl,"> > In recent years, I've noticed that I deal with some post-nasal drip, sneeze a lot throughout the day, deal with headaches, and have itchy, watery eyes. Maybe I have developed some kind of allergy that is influencing this? > > Any help is appreciated.",0
97n1w7,"In class, im always on edge, i cant focus on one thing for too long and i constantly scan my environment and I think they think im looking at them which im not. this also made it more awkward to talk to them. I been there for a month but im still very nervous around my peers and teachers. I know my teacher and the tutor there get nervous/uncomfortable around me, lately they haven't been talking to me much or coming up to me especially the tutor to ask if I need help  which they did before, my anxiety has gotten worse and I probably look more visibly uncomfortable than ever so that why they have barely asked if I needed help or said much to me ha! yet  seem more at ease with other people.",1
5m3k80,It cleared up and I was okay but. On Monday I was thinking about humans and how the brain works and it tripped me out I got worried that because I was thinking about how the brain works that I would lose sleep and I did. That night was bad just like last time. Also yesterday my sleep was bad I woke up like every hour of the night just like last time. I got kind of scared like I did last time but this time I think that this is fake life which is absurd but I just think about it then get really scared then I think rationally then calm down.,1
8sxdmy,"Next week I’ll be flying for our family vacation. The flights won’t be very long (just MSY to LAS then LAX to MSY on the way home), but flying really triggers my anxiety. Mostly I just like having control over myself and my surroundings, so the idea of being in a metal tube 30,000 feet in the air is not ideal for me. I also have a lot of fears about terrorist attacks/mass shootings (movie theaters and other crowded public places are also a problem for me). I was wondering if anyone has any tips for flying anxiety/fear.",1
87l3pf,"Everything sets me off and I'm almost having a panic attack. I'm going to my dads soon and that also makes me anxious because I'm afraid that I'm not in the mental state to go there and I want to stay at my moms but he really isn't happy when I do that. Anyway when she complains or is feeling bad I comfort her and I've never raised my voice at her even when frustrated. When she thinks I disagree with her she raises her voice, I have to talk about what she wants to in general right now because she gets impatient easily. I feel like vomiting because she also has so many redeeming factors but I don't want to lose her as a friend.",1
910inu,"I’ve been taking 12.5 mgs zoloft for about 6 months (yeah, super small dose .. but it was taking the edge off, i think). I decided to stop taking it for a few days to see if it was really helping. Now, about 40 hours since my last dose, I’m suddenly kind of shaky and also flushed (my cheeks are burning for no reason. And THOSE side effects are about to freak me out - do you think it is from my missed dose? Is it possible to have such a fast reaction?",1
9wypos,These past couple of months have been the worst. My anxiety has gotten so bad it’s effecting my sleep and relationship. I’ve become so paranoid about my health as well. I don’t feel like me anymore and I just feel scared all the time now over every little thing. I don’t have money to see a therapist either...,1
8mqmx3,"The sensation lasted hours. It seemed like a circulation problem, and I panicked and of course ended up in the ER again. This time a doctor came to see me immediately. He wanted to talk about my anxiety. He said he could run some more tests, but he didn't think it would help.",1
9erk04,"I really don’t know what to do about this, and I’m wondering if I’m even able to get over this fear. A traumatic experience compounded it in me as a kid, and I’ve been experiencing it for so long that it feels like second nature. It’s lkkely so ingrained with me that therapy won’t do much good. I need some help. If anyone can offer some, feel free.",1
913uhm,Also the headaches. LOADS of headaches all the time. I’m so done. I hate this almost as bad as my brain constantly telling me I’m a POS. Anxiety is fun :),1
9bk0uc,You are being invited to participate in a research study for Heather Cornett’s dissertation at Texas Woman’s University. The purpose of the current study is to examine the role of self-advocacy in those with a severe and persistent mental illness (SPMI) and how it relates to self-stigma and life satisfaction. The research is intended to supply the researcher with information about strategies that could improve life satisfaction in individuals diagnosed with an SPMI. Completion time for the survey is approximately 15-25 minutes.,0
90u0br,"And it makes me more anxious which causes me to slip up *more*. It's getting WORSE though. I thought I could hold it down, this has been an ongoing issue for about a year or so and it has never been this bad but lately it's getting to the point where I can't even talk to my own MOTHER without freaking out over this shit. She came back in town from a very long half year vacation recently and I had to go to dinner with her because that's what you're obligated to do and I had to sit there and try and make small talk with my brother the whole damn night looking anxious as fuck... I know they noticed.",1
8jeclm,"but I'm really, really afraid of public embarrassments and awkward situations. So I was in the train station and saw this homeless lady asking for food and money. I always help homeless people if I have change in my wallet. I walked up to her, took out my wallet and pulled out this £5 cash to give her. She was kinda old, so she wasn't in a perfect physical health.",0
7e5yas,- Specificphobia: most commom type. It's when something causes exarcebate fear in the person. DSM-5 moved two more disorders to a specific group. But it is anxiety disorders: - TOC and post-traumatic stress.,0
86dv8c,"I didn't do anything during spring break, except maybe go to work. And even then, I missed a day because I just couldn't deal with the stress. Most adults get excited to tell you they did absolutely nothing during their break. And there was a time when I enjoyed taking a break too. But now it seems like every time I have a break or a day off from work, it makes the stress worse.",1
8jjz6d,"I'm worried I have a blood clot or something that gets aggravated when I wear them. I just want to be okay and to have a good time on this trip, but I've been so out of it, and I'm at my wit's end. Right now I'm lying down and I feel blood rushing all through my head, and bulging of blood vessels around my nose. I'm extremely sleep deprived and woozy but I'm scared to go to sleep and am in pain. I'm so scared.",1
5x3dvl,"In recent years, I've noticed that I deal with some post-nasal drip, sneeze a lot throughout the day, deal with headaches, and have itchy, watery eyes. Maybe I have developed some kind of allergy that is influencing this? Any help is appreciated.",0
97n1w7,"In class, im always on edge, i cant focus on one thing for too long and i constantly scan my environment and I think they think im looking at them which im not. this also made it more awkward to talk to them. I been there for a month but im still very nervous around my peers and teachers. I know my teacher and the tutor there get nervous/uncomfortable around me, lately they haven't been talking to me much or coming up to me especially the tutor to ask if I need help  which they did before, my anxiety has gotten worse and I probably look more visibly uncomfortable than ever so that why they have barely asked if I needed help or said much to me ha! yet  seem more at ease with other people.",1
