2,"I think he doesn't want to put in the effort for the relationship to work (and we're both so difficult that we have to work on our relationships, doesn't matter with whom) but he can't be without me either. What should I do? I'm afraid this is gonna happen over and over again, because I'm always forgiving him at some point. Am I being strung along? TL;DR: Boyfriend [28,M] broke up with me [23,F] after on-off for 1.5 years, I thought we just got it together and am devastated... don't know what to do, want to keep fighting but should I?",1
3,"I actually give an assistant half my emergency fee to come help me sometimes. I feel unsafe driving to 'house calls' in the middle of the night by myself. I frequently bring my husband along as a makeshift 'tech' or when I feel unsafe, which is obviously unfair to him. Unhappy Husband: My husband is miserable both with his 60 minute commute and with our isolation out here in the country. We feel like we have no social life out here.",1
4,"I asked him three time what happened. And after the third time I cried and went home. Month later he still don't talk to me and he and my mother started fighting for the first time in the relationship. Me and my mother honestly don't know what to do, he just ignores me. I even told him that I don't date that guy (even though I date him) and he didn't even react to it.",1
5,"We had plans to move in together, a fancy $1,800/month home that she would contribute $400 or so. We spoke of children, marriage, all sorts of stuff. It's not that I thought she owed me anything for me doing these things. It's just that I felt like I did so incredibly much and it kills me that I look back and know that over a 5 month period, we only had intimate contact less than 15 times, that we never made out, outside sex (and I initiated and was rejected many, many times). Every time I brought up my frustrations regarding my unmet romantic needs, she took it as gaslighting and used it as fuel to further drive the reason why she wasn't comfortable with intimate contact.",0
6,"Okay, So in since October have just got out of an eight year relationship. We were engaged to get married next year, but it did not work out. It ended mutually and we have moved on. In life these things happen. Since Halloween I have been seeing this Girl.",0
7,"But it's been 2 monthsalready this time. We didn't speak for Christmas or new year. I'm lonely, sad, angry at the situation (not angry at him!) and the worst part is not being able to talk or even know what's going on. We didn't fight before this so he's not angry at me.",1
8,"Hey everyone. I need a place to vent and place my feelings because I don't know what to do anymore. This evening while playing a boardgame with my BF and some friends, I found out my BF lied big time. Short: last year we decided that I would join him this year on his skiing trip with his friends (his idea). This wasn't possible in the end (or so he told me) because his friends didn't want to rent a cabin but go on a cheap student skiing trip.",1
9,"She was already against smoking weed after college at first but now she seems to have moved to a stance where she's okay with me smoking weed as long as she's there when it happens, as in I could smoke with just her or when we're both hanging out with the same friends. I've tried asking her about it and genuinely understanding why she feels this way about it but she can't seem to describe it rationally, saying that it's a gut feeling that she gets that legitimately bothers her and gives her anxiety. She seemed very distressed talking about it and was almost at the poiint of tears saying that she wishes she knew why it bothers her so much but it does and she can't help it no matter how much she thinks about it or how much I try to explain it to her. I don't know how to explain this to her. I don't want to give up the option of smoking weed with friends but I don't want to break up with her over something like this because I love her.",1
10,"I have a twin sister, Audrey, and I hate her. I genuinely can't explain it. I know it's so irrational, but it's just how it is, and I hate that this is how it is. We both came home for our mom's birthday, and I couldn't even spend 20 minutes with her. We're really different people.",0
11,Any tips for making more friends? Tl;dr: I've had very few friends throughout my life. Recently I've tried reaching out to a lot of people but almost all of them will decline my offer to hang out at some point. I guess maybe this has to do with how I am socially awkward in the past but I've also been told that I am trying too hard. Any tips for making more friends?,1
12,"I think now she feels some of responsibility to help those in need and she gets a lot of gratification from these people who are very thankful to her. On occasion when we go out, we have been approached by these people and I can tell they are very grateful to her. We were at Starbucks while she's studying and the husband/wife she helped offered to buy her coffee, etc... Lastly, her other dream is to get a house in this very rich neighborhood with houses that cost $2M at the very least. Anyways, enough with the bad, now the good things about her. She is a very loving person which is proven by the fact that everyone loves her at work.",0
13,"After college for about 2 years, I focused on my career and wasn't totally putting myself out there. Now, for the last year, I've actively put myself in the dating pool. It never seemed appealing to hang around in clubs or bars to hopefully pick someone up, so I've mostly stuck to online dating. I was mostly pretty casually looking, and would go on there when the mood struck me or I was speaking to someone I saw potential with. Over the course of the last about 2.5 months, I've been on 3 dates.",0
14,"I got 6 stitches. My parents love my bf and in fact, my mom and him are so close that they go on walks and go to the movies together. I felt uncomfortable and unwanted by his family. To be fair, I was also a little closed off with them but mainly because I felt so unwanted. I have put on some weight, which I am sure his dad noticed because he absolutely hates fat people.",1
7rorpp,"Until I met my new boyfriend, he is amazing, he is kind, he is sweet, he is a good student, he likes the same things as me, my family likes him, and so on... but I don't feel that passion that rush I felt with my ex. The truth is that when I started going out with my boyfriend I secretly saw my ex a few times to see if I really didn't feel anything for him, but it was disgusting. I didn't even want him to touch me. I feel bad with myself I didn't want him, but still, I was there. Then I kinda realized I felt nothing love related for him and it was ok. HE was HURT when he knew I was dating this boy and he even begged me to stay but of course not. But now the problem is that when I'm with my boyfriend, I don't feel like I love him, like that thing you kinda have to feel with a new love, I just feel 'ok' with him, and I catch myself thinking about my ex from time to time, remembering all the good things we had, and it drives me crazy because I know that if I see him again I won't feel that way, that 'love' that my mind makes me think stills there. And recently I found out that he has a girl and he is actually enjoying the experience and I got so mad and so hurt (I know I don't have any right to feel that way), I felt betrayed and I STILL feel that way, I gross myself out.",1
7tx7et,"I think he doesn't want to put in the effort for the relationship to work (and we're both so difficult that we have to work on our relationships, doesn't matter with whom) but he can't be without me either. What should I do? I'm afraid this is gonna happen over and over again, because I'm always forgiving him at some point. Am I being strung along?",1
7nhy1v,"I actually give an assistant half my emergency fee to come help me sometimes. I feel unsafe driving to 'house calls' in the middle of the night by myself. I frequently bring my husband along as a makeshift 'tech' or when I feel unsafe, which is obviously unfair to him. Unhappy Husband: My husband is miserable both with his 60-minute commute and with our isolation out here in the country. We feel like we have no social life out here.",1
7p6dgo,"I asked him three times what happened. And after the third time I cried and went home. A month later he still doesn't talk to me and he and my mother started fighting for the first time in the relationship. Me and my mother honestly don't know what to do, he just ignores me. I even told him that I don't date that guy (even though I date him) and he didn't even react to it.",1
7pg3a7,"We had plans to move in together, a fancy $1,800/month home that she would contribute $400 or so. We spoke of children, marriage, all sorts of stuff. It's not that I thought she owed me anything for me doing these things. It's just that I felt like I did so incredibly much and it kills me that I look back and know that over a 5-month period, we only had intimate contact less than 15 times, that we never made out, outside sex (and I initiated and was rejected many, many times). Every time I brought up my frustrations regarding my unmet romantic needs, she took it as gaslighting and used it as fuel to further drive the reason why she wasn't comfortable with intimate contact.",0
7q7vhn,"Okay, So since October have just got out of an eight-year relationship. We were engaged to get married next year, but it did not work out. It ended mutually and we have moved on. In life these things happen. Since Halloween I have been seeing this Girl.",0
7sg6pl,"But it's been 2 months already this time. We didn't speak for Christmas or New Year. I'm lonely, sad, angry at the situation (not angry at him!) and the worst part is not being able to talk or even know what's going on. We didn't fight before this so he's not angry at me.",1
7q97j5,"Hey everyone. I need a place to vent and place my feelings because I don't know what to do anymore. This evening while playing a board game with my BF and some friends, I found out my BF lied big time. Short: last year we decided that I would join him this year on his skiing trip with his friends (his idea). This wasn't possible in the end (or so he told me) because his friends didn't want to rent a cabin but go on a cheap student skiing trip.",1
7qyzjs,"She was already against smoking weed after college at first but now she seems to have moved to a stance where she's okay with me smoking weed as long as she's there when it happens, as in I could smoke with just her or when we're both hanging out with the same friends. I've tried asking her about it and genuinely understanding why she feels this way about it but she can't seem to describe it rationally, saying that it's a gut feeling that she gets that legitimately bothers her and gives her anxiety. She seemed very distressed talking about it and was almost at the point of tears saying that she wishes she knew why it bothers her so much but it does and she can't help it no matter how much she thinks about it or how much I try to explain it to her. I don't know how to explain this to her. I don't want to give up the option of smoking weed with friends but I don't want to break up with her over something like this because I love her.",1
7thdhf,"I have a twin sister, Audrey, and I hate her. I genuinely can't explain it. I know it's so irrational, but it's just how it is, and I hate that this is how it is. We both came home for our mom's birthday, and I couldn't even spend 20 minutes with her. We're really different people.",0
7nv733,Any tips for making more friends? Tl;dr: I've had very few friends throughout my life. Recently I've tried reaching out to a lot of people but almost all of them will decline my offer to hang out at some point. I guess maybe this has to do with how I am socially awkward in the past but I've also been told that I am trying too hard.,1
7o1ti5,"I think now she feels some of responsibility to help those in need and she gets a lot of gratification from these people who are very thankful to her. On occasion when we go out, we have been approached by these people and I can tell they are very grateful to her.",0
